contract_id,account_id,pricing_type,included_usage_units,overage_rate,contract_start,contract_end,renewal_date,auto_renew
CTR-594,ACC-594,hybrid,14104,0.0388,2025-01-03,2026-01-03,2026-01-03,False
CTR-595,ACC-595,usage-based,80220,0.0227,2025-03-30,2026-03-30,2026-03-30,True
CTR-596,ACC-596,hybrid,9952,0.0531,2024-08-05,2025-08-05,2025-08-05,True
CTR-597,ACC-597,usage-based,41121,0.0385,2025-01-26,2026-01-26,2026-01-26,False
CTR-598,ACC-598,hybrid,10924,0.058,2025-05-10,2026-05-10,2026-05-10,False
CTR-599,ACC-599,usage-based,102125,0.0244,2025-03-09,2026-03-09,2026-03-09,False
CTR-600,ACC-600,usage-based,188251,0.0211,2025-01-25,2026-01-25,2026-01-25,False
CTR-601,ACC-601,usage-based,71579,0.0341,2025-02-08,2026-02-08,2026-02-08,False
CTR-602,ACC-602,usage-based,27560,0.0343,2025-03-28,2026-03-28,2026-03-28,True
CTR-603,ACC-603,usage-based,123935,0.0159,2024-09-25,2025-09-25,2025-09-25,False
CTR-604,ACC-604,hybrid,20606,0.0561,2024-08-27,2025-08-27,2025-08-27,True
CTR-605,ACC-605,usage-based,48890,0.0355,2024-11-08,2025-11-08,2025-11-08,False
CTR-606,ACC-606,usage-based,41211,0.0194,2024-10-16,2025-10-16,2025-10-16,True
CTR-607,ACC-607,usage-based,155705,0.0238,2024-10-09,2025-10-09,2025-10-09,False
CTR-608,ACC-608,usage-based,162755,0.0243,2025-05-05,2026-05-05,2026-05-05,True
CTR-609,ACC-609,usage-based,16594,0.0635,2024-10-17,2025-10-17,2025-10-17,False
CTR-610,ACC-610,usage-based,49000,0.028,2025-01-10,2026-01-10,2026-01-10,True
CTR-611,ACC-611,usage-based,146936,0.0191,2024-11-07,2025-11-07,2025-11-07,False
CTR-612,ACC-612,hybrid,12923,0.0557,2025-02-16,2026-02-16,2026-02-16,False
CTR-613,ACC-613,usage-based,127164,0.0133,2024-07-25,2025-07-25,2025-07-25,True
CTR-614,ACC-614,usage-based,78505,0.017,2024-10-28,2025-10-28,2025-10-28,True
CTR-615,ACC-615,usage-based,217694,0.0098,2024-10-10,2025-10-10,2025-10-10,False
CTR-616,ACC-616,usage-based,38379,0.0368,2025-01-18,2026-01-18,2026-01-18,True
CTR-617,ACC-617,usage-based,26230,0.0157,2025-04-09,2026-04-09,2026-04-09,True
CTR-618,ACC-618,usage-based,62937,0.0347,2025-02-04,2026-02-04,2026-02-04,True
CTR-619,ACC-619,usage-based,111451,0.0095,2025-03-21,2026-03-21,2026-03-21,False
CTR-620,ACC-620,usage-based,228391,0.0217,2025-02-21,2026-02-21,2026-02-21,True
CTR-621,ACC-621,usage-based,118000,0.0389,2025-01-17,2026-01-17,2026-01-17,False
CTR-622,ACC-622,hybrid,20301,0.0531,2025-04-18,2026-04-18,2026-04-18,False
CTR-623,ACC-623,usage-based,84469,0.0449,2024-10-20,2025-10-20,2025-10-20,False
CTR-624,ACC-624,usage-based,40864,0.0199,2025-04-19,2026-04-19,2026-04-19,False
CTR-625,ACC-625,usage-based,7044,0.0434,2024-12-07,2025-12-07,2025-12-07,True
CTR-626,ACC-626,usage-based,147695,0.0242,2025-01-11,2026-01-11,2026-01-11,True
CTR-627,ACC-627,usage-based,52873,0.0171,2025-02-13,2026-02-13,2026-02-13,False
CTR-628,ACC-628,hybrid,10847,0.0526,2025-04-01,2026-04-01,2026-04-01,True
CTR-629,ACC-629,usage-based,19131,0.0376,2025-04-02,2026-04-02,2026-04-02,False
CTR-630,ACC-630,usage-based,100000,0.0393,2025-04-04,2026-04-04,2026-04-04,True
CTR-631,ACC-631,usage-based,7389,0.0325,2025-01-18,2026-01-18,2026-01-18,False
CTR-632,ACC-632,usage-based,84919,0.0232,2025-03-11,2026-03-11,2026-03-11,True
CTR-633,ACC-633,usage-based,89918,0.0193,2025-01-10,2026-01-10,2026-01-10,True
CTR-634,ACC-634,usage-based,166463,0.0234,2025-05-25,2026-05-25,2026-05-25,False
CTR-635,ACC-635,usage-based,55335,0.0281,2025-04-21,2026-04-21,2026-04-21,True
CTR-636,ACC-636,usage-based,24216,0.0265,2024-09-22,2025-09-22,2025-09-22,True
CTR-638,ACC-638,usage-based,228699,0.0171,2024-11-24,2025-11-24,2025-11-24,False
CTR-639,ACC-639,usage-based,69000,0.0343,2024-11-02,2025-11-02,2025-11-02,True
CTR-640,ACC-640,usage-based,7970,0.0428,2024-12-03,2025-12-03,2025-12-03,True
CTR-641,ACC-641,usage-based,79127,0.0288,2024-12-29,2025-12-29,2025-12-29,True
CTR-642,ACC-642,usage-based,10787,0.0494,2024-11-11,2025-11-11,2025-11-11,True
CTR-643,ACC-643,usage-based,14793,0.0544,2025-04-02,2026-04-02,2026-04-02,False
CTR-644,ACC-644,usage-based,207533,0.0094,2024-10-14,2025-10-14,2025-10-14,True
CTR-645,ACC-645,usage-based,116685,0.0086,2025-05-14,2026-05-14,2026-05-14,True
CTR-646,ACC-646,usage-based,21031,0.0436,2024-12-20,2025-12-20,2025-12-20,False
CTR-647,ACC-647,usage-based,58992,0.0439,2024-10-08,2025-10-08,2025-10-08,True
CTR-648,ACC-648,usage-based,6213,0.0419,2024-12-05,2025-12-05,2025-12-05,True
CTR-649,ACC-649,usage-based,50575,0.0185,2024-09-01,2025-09-01,2025-09-01,False
CTR-650,ACC-650,usage-based,9880,0.0559,2025-01-27,2026-01-27,2026-01-27,True
CTR-651,ACC-651,usage-based,6208,0.0557,2024-09-18,2025-09-18,2025-09-18,True
CTR-652,ACC-652,usage-based,88000,0.0344,2025-05-03,2026-05-03,2026-05-03,True
CTR-653,ACC-653,usage-based,9277,0.0305,2025-05-01,2026-05-01,2026-05-01,False
CTR-654,ACC-654,usage-based,77787,0.0388,2024-10-05,2025-10-05,2025-10-05,True
CTR-655,ACC-655,usage-based,78745,0.0327,2025-04-02,2026-04-02,2026-04-02,True
CTR-656,ACC-656,usage-based,210323,0.0181,2025-02-03,2026-02-03,2026-02-03,True
CTR-657,ACC-657,usage-based,11640,0.0449,2024-11-02,2025-11-02,2025-11-02,False
CTR-658,ACC-658,usage-based,31916,0.0443,2025-03-17,2026-03-17,2026-03-17,False
CTR-659,ACC-659,hybrid,11987,0.0567,2025-02-27,2026-02-27,2026-02-27,False
CTR-660,ACC-660,usage-based,28143,0.0186,2025-03-15,2026-03-15,2026-03-15,False
CTR-661,ACC-661,usage-based,35013,0.0359,2025-03-03,2026-03-03,2026-03-03,False
CTR-662,ACC-662,usage-based,39967,0.0428,2025-05-06,2026-05-06,2026-05-06,True
CTR-663,ACC-663,usage-based,106205,0.0214,2024-11-15,2025-11-15,2025-11-15,True
CTR-664,ACC-664,usage-based,84097,0.023,2024-07-27,2025-07-27,2025-07-27,True
CTR-665,ACC-665,usage-based,81893,0.0111,2025-04-11,2026-04-11,2026-04-11,False
CTR-666,ACC-666,usage-based,51277,0.0358,2024-09-25,2025-09-25,2025-09-25,True
CTR-667,ACC-667,usage-based,106000,0.0291,2025-01-08,2026-01-08,2026-01-08,False
CTR-668,ACC-668,usage-based,57000,0.0294,2025-02-26,2026-02-26,2026-02-26,True
CTR-669,ACC-669,hybrid,10898,0.0551,2025-04-11,2026-04-11,2026-04-11,False
CTR-670,ACC-670,hybrid,16398,0.0447,2025-01-26,2026-01-26,2026-01-26,True
CTR-671,ACC-671,usage-based,110803,0.0248,2025-04-08,2026-04-08,2026-04-08,False
CTR-672,ACC-672,usage-based,80539,0.0378,2024-09-09,2025-09-09,2025-09-09,True
CTR-673,ACC-673,hybrid,20211,0.057,2025-02-09,2026-02-09,2026-02-09,False
CTR-674,ACC-674,usage-based,27477,0.0208,2025-03-11,2026-03-11,2026-03-11,False
CTR-675,ACC-675,usage-based,210420,0.011,2025-05-04,2026-05-04,2026-05-04,True
CTR-676,ACC-676,hybrid,16933,0.04,2024-10-16,2025-10-16,2025-10-16,False
CTR-677,ACC-677,usage-based,167633,0.0185,2024-10-06,2025-10-06,2025-10-06,True
CTR-678,ACC-678,usage-based,107373,0.0206,2024-08-24,2025-08-24,2025-08-24,True
CTR-679,ACC-679,usage-based,34357,0.0386,2024-09-20,2025-09-20,2025-09-20,True
CTR-680,ACC-680,usage-based,28643,0.0419,2024-10-11,2025-10-11,2025-10-11,False
CTR-681,ACC-681,usage-based,51463,0.021,2024-08-15,2025-08-15,2025-08-15,False
CTR-682,ACC-682,hybrid,12538,0.0573,2024-12-11,2025-12-11,2025-12-11,True
CTR-683,ACC-683,usage-based,130000,0.027,2024-10-27,2025-10-27,2025-10-27,True
CTR-684,ACC-684,hybrid,17305,0.0612,2025-04-19,2026-04-19,2026-04-19,False
CTR-685,ACC-685,usage-based,20873,0.0319,2024-10-15,2025-10-15,2025-10-15,True
CTR-686,ACC-686,usage-based,136666,0.0238,2024-10-06,2025-10-06,2025-10-06,True
CTR-687,ACC-687,usage-based,49384,0.0262,2024-10-04,2025-10-04,2025-10-04,True
CTR-688,ACC-688,usage-based,65420,0.0258,2025-01-08,2026-01-08,2026-01-08,True
CTR-689,ACC-689,usage-based,46012,0.0188,2025-04-26,2026-04-26,2026-04-26,False
CTR-691,ACC-691,usage-based,115783,0.0099,2024-09-30,2025-09-30,2025-09-30,False
CTR-692,ACC-692,hybrid,18704,0.036,2024-12-02,2025-12-02,2025-12-02,True
CTR-693,ACC-693,usage-based,157374,0.0183,2025-02-28,2026-02-28,2026-02-28,True
CTR-694,ACC-694,hybrid,7833,0.0444,2024-09-01,2025-09-01,2025-09-01,False
CTR-695,ACC-695,usage-based,80505,0.0449,2024-09-26,2025-09-26,2025-09-26,False
CTR-696,ACC-696,usage-based,153182,0.0082,2024-10-19,2025-10-19,2025-10-19,True
CTR-697,ACC-697,usage-based,45000,0.0265,2024-10-16,2025-10-16,2025-10-16,True
CTR-698,ACC-698,usage-based,235129,0.0241,2024-08-23,2025-08-23,2025-08-23,True
CTR-699,ACC-699,usage-based,51379,0.0444,2025-05-06,2026-05-06,2026-05-06,False
CTR-700,ACC-700,usage-based,72069,0.0381,2025-05-09,2026-05-09,2026-05-09,False
CTR-701,ACC-701,usage-based,17921,0.0468,2025-04-06,2026-04-06,2026-04-06,False
CTR-702,ACC-702,usage-based,21229,0.0384,2025-05-20,2026-05-20,2026-05-20,False
CTR-703,ACC-703,usage-based,38287,0.019,2024-12-26,2025-12-26,2025-12-26,True
CTR-704,ACC-704,usage-based,112000,0.038,2025-04-10,2026-04-10,2026-04-10,True
CTR-705,ACC-705,hybrid,20721,0.0534,2025-03-05,2026-03-05,2026-03-05,False
CTR-706,ACC-706,usage-based,80224,0.0321,2025-05-14,2026-05-14,2026-05-14,False
CTR-707,ACC-707,usage-based,54393,0.0382,2024-10-31,2025-10-31,2025-10-31,True
CTR-708,ACC-708,usage-based,177103,0.0187,2025-05-26,2026-05-26,2026-05-26,True
CTR-709,ACC-709,usage-based,49223,0.0418,2024-12-07,2025-12-07,2025-12-07,True
CTR-710,ACC-710,hybrid,14718,0.0449,2025-01-08,2026-01-08,2026-01-08,True
CTR-711,ACC-711,usage-based,101222,0.0185,2024-12-06,2025-12-06,2025-12-06,True
CTR-712,ACC-712,usage-based,57733,0.0434,2024-11-21,2025-11-21,2025-11-21,True
CTR-713,ACC-713,usage-based,109089,0.0145,2024-09-30,2025-09-30,2025-09-30,True
CTR-714,ACC-714,usage-based,100000,0.0323,2025-02-26,2026-02-26,2026-02-26,True
CTR-715,ACC-715,usage-based,11708,0.0348,2024-08-04,2025-08-04,2025-08-04,True
CTR-716,ACC-716,usage-based,59365,0.0184,2024-09-24,2025-09-24,2025-09-24,True
CTR-717,ACC-717,usage-based,73359,0.0374,2025-01-31,2026-01-31,2026-01-31,False
CTR-718,ACC-718,usage-based,47115,0.0419,2024-09-11,2025-09-11,2025-09-11,False
CTR-719,ACC-719,hybrid,14081,0.0319,2024-11-17,2025-11-17,2025-11-17,False
CTR-720,ACC-720,usage-based,198596,0.0163,2024-08-30,2025-08-30,2025-08-30,True
CTR-721,ACC-721,usage-based,203250,0.0201,2024-08-27,2025-08-27,2025-08-27,False
CTR-722,ACC-722,usage-based,53620,0.0336,2025-04-23,2026-04-23,2026-04-23,True
CTR-723,ACC-723,usage-based,82451,0.0415,2025-04-12,2026-04-12,2026-04-12,True
CTR-724,ACC-724,hybrid,17801,0.0614,2024-12-30,2025-12-30,2025-12-30,True
CTR-725,ACC-725,usage-based,31167,0.0199,2025-03-30,2026-03-30,2026-03-30,True
CTR-726,ACC-726,usage-based,65000,0.0309,2025-02-11,2026-02-11,2026-02-11,True
CTR-727,ACC-727,usage-based,156852,0.0151,2025-03-20,2026-03-20,2026-03-20,False
CTR-728,ACC-728,usage-based,16360,0.0447,2025-05-16,2026-05-16,2026-05-16,False
CTR-729,ACC-729,usage-based,129561,0.0091,2025-01-28,2026-01-28,2026-01-28,False
CTR-730,ACC-730,hybrid,18490,0.0503,2024-12-10,2025-12-10,2025-12-10,False
CTR-731,ACC-731,usage-based,62886,0.035,2024-08-28,2025-08-28,2025-08-28,False
CTR-732,ACC-732,usage-based,54015,0.0241,2025-03-20,2026-03-20,2026-03-20,False
CTR-733,ACC-733,hybrid,10627,0.0576,2025-01-30,2026-01-30,2026-01-30,False
CTR-734,ACC-734,usage-based,177491,0.0245,2025-05-02,2026-05-02,2026-05-02,True
CTR-735,ACC-735,usage-based,47142,0.0235,2025-03-02,2026-03-02,2026-03-02,True
CTR-736,ACC-736,usage-based,70649,0.0311,2025-02-22,2026-02-22,2026-02-22,True
CTR-737,ACC-737,usage-based,79006,0.0362,2025-03-09,2026-03-09,2026-03-09,True
CTR-738,ACC-738,usage-based,142365,0.01,2024-12-15,2025-12-15,2025-12-15,True
CTR-739,ACC-739,usage-based,52894,0.0228,2025-02-21,2026-02-21,2026-02-21,True
CTR-740,ACC-740,usage-based,60863,0.0362,2024-12-15,2025-12-15,2025-12-15,False
CTR-741,ACC-741,usage-based,118000,0.028,2024-10-09,2025-10-09,2025-10-09,True
CTR-742,ACC-742,usage-based,58972,0.024,2025-05-14,2026-05-14,2026-05-14,False
CTR-744,ACC-744,usage-based,210919,0.0211,2024-10-04,2025-10-04,2025-10-04,False
CTR-745,ACC-745,usage-based,70000,0.0281,2024-09-09,2025-09-09,2025-09-09,False
CTR-746,ACC-746,usage-based,14684,0.0466,2024-12-29,2025-12-29,2025-12-29,True
CTR-747,ACC-747,usage-based,228172,0.0204,2024-10-12,2025-10-12,2025-10-12,False
CTR-748,ACC-748,usage-based,109442,0.0204,2025-05-06,2026-05-06,2026-05-06,True
CTR-749,ACC-749,usage-based,68433,0.0315,2024-08-03,2025-08-03,2025-08-03,True
CTR-750,ACC-750,usage-based,18160,0.0516,2025-02-03,2026-02-03,2026-02-03,False
