opportunity_id,account_id,opportunity_name,stage,amount,close_date,type,owner,created_at
OPP-EXP-280,ACC-280,EvergreenLogistics Systems 280 - Usage Expansion,closed_lost,182392.96,2025-11-10,expansion,Ana Rodriguez,2025-06-24T14:00:00
OPP-REN-281,ACC-281,SilverlineLogistics Systems 281 - Annual Renewal,proposal,29325.39,2025-11-25,renewal,James Wilson,2025-05-25T14:00:00
OPP-REN-282,ACC-282,KeystoneLogistics Systems 282 - Annual Renewal,negotiation,95902.04,2025-09-01,renewal,Priya Patel,2025-05-17T14:00:00
OPP-REN-283,ACC-283,SummitLogistics Systems 283 - Annual Renewal,qualification,55205.94,2025-11-05,renewal,James Wilson,2025-06-20T14:00:00
OPP-REN-284,ACC-284,RiverbendLogistics Systems 284 - Annual Renewal,proposal,595848.32,2025-09-14,renewal,Sarah Chen,2025-06-29T14:00:00
OPP-REN-285,ACC-285,IroncladLogistics Systems 285 - Annual Renewal,qualification,110437.88,2025-08-31,renewal,Ana Rodriguez,2025-04-30T14:00:00
OPP-REN-286,ACC-286,BrightForgeLogistics Systems 286 - Annual Renewal,qualification,9394.77,2025-11-25,renewal,Priya Patel,2025-04-23T14:00:00
OPP-REN-287,ACC-287,CoreSignalLogistics Systems 287 - Annual Renewal,negotiation,212474.58,2025-07-25,renewal,James Wilson,2025-06-23T14:00:00
OPP-REN-288,ACC-288,TrueNorthLogistics Systems 288 - Annual Renewal,qualification,19676.88,2025-07-31,renewal,Ana Rodriguez,2025-05-10T14:00:00
OPP-EXP-288,ACC-288,TrueNorthLogistics Systems 288 - Usage Expansion,prospecting,5975.11,2025-09-15,expansion,Ana Rodriguez,2025-06-14T14:00:00
OPP-REN-289,ACC-289,NorthstarAnalytics Group 289 - Annual Renewal,negotiation,398879.14,2025-08-22,renewal,James Wilson,2025-05-25T14:00:00
OPP-REN-290,ACC-290,BluePeakAnalytics Group 290 - Annual Renewal,negotiation,106773.84,2025-10-30,renewal,Priya Patel,2025-05-22T14:00:00
OPP-EXP-290,ACC-290,BluePeakAnalytics Group 290 - Usage Expansion,prospecting,54808.2,2025-10-25,expansion,Priya Patel,2025-06-13T14:00:00
OPP-REN-291,ACC-291,ClearPathAnalytics Group 291 - Annual Renewal,negotiation,162843.79,2025-10-20,renewal,Sarah Chen,2025-06-02T14:00:00
OPP-EXP-291,ACC-291,ClearPathAnalytics Group 291 - Usage Expansion,closed_lost,82587.65,2025-10-15,expansion,Sarah Chen,2025-06-21T14:00:00
OPP-REN-292,ACC-292,EvergreenAnalytics Group 292 - Annual Renewal,negotiation,141317.45,2025-08-15,renewal,James Wilson,2025-05-20T14:00:00
OPP-EXP-292,ACC-292,EvergreenAnalytics Group 292 - Usage Expansion,prospecting,92771.8,2025-08-02,expansion,James Wilson,2025-06-30T14:00:00
OPP-REN-293,ACC-293,SilverlineAnalytics Group 293 - Annual Renewal,qualification,158868.41,2025-12-23,renewal,Ana Rodriguez,2025-06-26T14:00:00
OPP-REN-294,ACC-294,KeystoneAnalytics Group 294 - Annual Renewal,negotiation,511806.05,2025-08-13,renewal,Priya Patel,2025-05-30T14:00:00
OPP-REN-295,ACC-295,SummitAnalytics Group 295 - Annual Renewal,proposal,111768.52,2025-08-03,renewal,Ana Rodriguez,2025-06-26T14:00:00
OPP-REN-296,ACC-296,RiverbendAnalytics Group 296 - Annual Renewal,proposal,156541.8,2025-09-17,renewal,Priya Patel,2025-06-21T14:00:00
OPP-REN-297,ACC-297,IroncladAnalytics Group 297 - Annual Renewal,negotiation,210585.34,2025-12-14,renewal,Ana Rodriguez,2025-06-11T14:00:00
OPP-EXP-297,ACC-297,IroncladAnalytics Group 297 - Usage Expansion,qualification,79328.45,2025-08-27,expansion,Ana Rodriguez,2025-06-06T14:00:00
OPP-REN-298,ACC-298,BrightForgeAnalytics Group 298 - Annual Renewal,qualification,132510.95,2025-10-01,renewal,Sarah Chen,2025-04-15T14:00:00
OPP-EXP-298,ACC-298,BrightForgeAnalytics Group 298 - Usage Expansion,prospecting,85952.55,2025-10-05,expansion,Sarah Chen,2025-07-03T14:00:00
OPP-REN-299,ACC-299,CoreSignalAnalytics Group 299 - Annual Renewal,negotiation,287096.33,2025-10-20,renewal,James Wilson,2025-05-24T14:00:00
OPP-REN-300,ACC-300,TrueNorthAnalytics Group 300 - Annual Renewal,qualification,13268.14,2025-09-01,renewal,Sarah Chen,2025-04-17T14:00:00
OPP-REN-301,ACC-301,NorthstarCloud Group 301 - Annual Renewal,proposal,173478.63,2025-09-18,renewal,Ana Rodriguez,2025-05-11T14:00:00
OPP-REN-302,ACC-302,BluePeakCloud Group 302 - Annual Renewal,negotiation,178402.75,2025-11-01,renewal,Marcus Johnson,2025-04-30T14:00:00
OPP-REN-303,ACC-303,ClearPathCloud Group 303 - Annual Renewal,proposal,270422.98,2025-12-10,renewal,Ana Rodriguez,2025-04-15T14:00:00
OPP-REN-304,ACC-304,EvergreenCloud Group 304 - Annual Renewal,proposal,115132.83,2025-12-01,renewal,Marcus Johnson,2025-06-16T14:00:00
OPP-REN-305,ACC-305,SilverlineCloud Group 305 - Annual Renewal,qualification,175239.5,2026-01-01,renewal,James Wilson,2025-06-09T14:00:00
OPP-REN-306,ACC-306,KeystoneCloud Group 306 - Annual Renewal,proposal,662798.32,2025-07-26,renewal,James Wilson,2025-06-04T14:00:00
OPP-EXP-306,ACC-306,KeystoneCloud Group 306 - Usage Expansion,proposal,398619.54,2025-07-31,expansion,James Wilson,2025-06-17T14:00:00
OPP-REN-307,ACC-307,SummitCloud Group 307 - Annual Renewal,negotiation,143534.65,2025-10-23,renewal,James Wilson,2025-06-08T14:00:00
OPP-REN-308,ACC-308,RiverbendCloud Group 308 - Annual Renewal,proposal,109973.29,2025-09-17,renewal,Ana Rodriguez,2025-05-16T14:00:00
OPP-EXP-308,ACC-308,RiverbendCloud Group 308 - Usage Expansion,qualification,23466.74,2025-11-20,expansion,Ana Rodriguez,2025-06-13T14:00:00
OPP-REN-309,ACC-309,IroncladCloud Group 309 - Annual Renewal,qualification,35242.81,2025-12-07,renewal,Priya Patel,2025-05-13T14:00:00
OPP-EXP-309,ACC-309,IroncladCloud Group 309 - Usage Expansion,proposal,27293.87,2025-08-01,expansion,Priya Patel,2025-06-26T14:00:00
OPP-REN-310,ACC-310,BrightForgeCloud Group 310 - Annual Renewal,qualification,108075.75,2025-07-29,renewal,Sarah Chen,2025-06-03T14:00:00
OPP-REN-311,ACC-311,CoreSignalCloud Group 311 - Annual Renewal,proposal,561558.42,2025-09-21,renewal,Priya Patel,2025-05-07T14:00:00
OPP-EXP-311,ACC-311,CoreSignalCloud Group 311 - Usage Expansion,proposal,446352.11,2025-08-31,expansion,Priya Patel,2025-06-14T14:00:00
OPP-REN-312,ACC-312,TrueNorthCloud Group 312 - Annual Renewal,qualification,398736.28,2025-09-06,renewal,Marcus Johnson,2025-06-19T14:00:00
OPP-REN-313,ACC-313,NorthstarData Group 313 - Annual Renewal,proposal,22106.49,2025-11-19,renewal,Ana Rodriguez,2025-04-24T14:00:00
OPP-REN-314,ACC-314,BluePeakData Group 314 - Annual Renewal,proposal,56525.77,2025-11-22,renewal,Marcus Johnson,2025-05-29T14:00:00
OPP-REN-315,ACC-315,ClearPathData Group 315 - Annual Renewal,proposal,36531.99,2025-12-02,renewal,Marcus Johnson,2025-06-17T14:00:00
OPP-EXP-315,ACC-315,ClearPathData Group 315 - Usage Expansion,prospecting,19664.72,2025-10-26,expansion,Marcus Johnson,2025-06-06T14:00:00
OPP-REN-316,ACC-316,EvergreenData Group 316 - Annual Renewal,proposal,189697.56,2025-11-17,renewal,Marcus Johnson,2025-05-06T14:00:00
OPP-REN-317,ACC-317,SilverlineData Group 317 - Annual Renewal,negotiation,203242.63,2025-08-07,renewal,Sarah Chen,2025-04-23T14:00:00
OPP-REN-318,ACC-318,KeystoneData Group 318 - Annual Renewal,proposal,26659.34,2025-10-14,renewal,Sarah Chen,2025-04-13T14:00:00
OPP-REN-320,ACC-320,RiverbendData Group 320 - Annual Renewal,proposal,598343.86,2025-11-28,renewal,James Wilson,2025-05-07T14:00:00
OPP-REN-321,ACC-321,IroncladData Group 321 - Annual Renewal,negotiation,437687.87,2025-09-04,renewal,Marcus Johnson,2025-06-23T14:00:00
OPP-EXP-321,ACC-321,IroncladData Group 321 - Usage Expansion,closed_lost,314113.84,2025-10-01,expansion,Marcus Johnson,2025-06-26T14:00:00
OPP-REN-322,ACC-322,BrightForgeData Group 322 - Annual Renewal,negotiation,151436.11,2025-07-29,renewal,Marcus Johnson,2025-04-18T14:00:00
OPP-REN-323,ACC-323,CoreSignalData Group 323 - Annual Renewal,proposal,514107.45,2025-07-28,renewal,Ana Rodriguez,2025-05-02T14:00:00
OPP-REN-324,ACC-324,TrueNorthData Group 324 - Annual Renewal,proposal,26498.79,2025-09-21,renewal,James Wilson,2025-04-25T14:00:00
OPP-REN-325,ACC-325,NorthstarMetrics Group 325 - Annual Renewal,negotiation,216625.02,2025-08-21,renewal,Priya Patel,2025-06-29T14:00:00
OPP-EXP-325,ACC-325,NorthstarMetrics Group 325 - Usage Expansion,qualification,93271.79,2025-08-09,expansion,Priya Patel,2025-06-29T14:00:00
OPP-REN-326,ACC-326,BluePeakMetrics Group 326 - Annual Renewal,proposal,19723.28,2025-10-11,renewal,Ana Rodriguez,2025-05-17T14:00:00
OPP-REN-327,ACC-327,ClearPathMetrics Group 327 - Annual Renewal,qualification,453006.87,2025-12-21,renewal,Marcus Johnson,2025-06-27T14:00:00
OPP-REN-328,ACC-328,EvergreenMetrics Group 328 - Annual Renewal,negotiation,74445.48,2025-09-05,renewal,Marcus Johnson,2025-04-12T14:00:00
OPP-REN-329,ACC-329,SilverlineMetrics Group 329 - Annual Renewal,qualification,123466.96,2026-01-01,renewal,Priya Patel,2025-04-21T14:00:00
OPP-REN-330,ACC-330,KeystoneMetrics Group 330 - Annual Renewal,negotiation,38116.87,2025-11-13,renewal,Priya Patel,2025-05-03T14:00:00
OPP-REN-331,ACC-331,SummitMetrics Group 331 - Annual Renewal,proposal,26463.04,2025-08-29,renewal,Sarah Chen,2025-06-20T14:00:00
OPP-EXP-331,ACC-331,SummitMetrics Group 331 - Usage Expansion,qualification,14009.2,2025-08-24,expansion,Sarah Chen,2025-06-13T14:00:00
OPP-REN-332,ACC-332,RiverbendMetrics Group 332 - Annual Renewal,negotiation,180989.8,2025-12-13,renewal,Priya Patel,2025-04-20T14:00:00
OPP-EXP-332,ACC-332,RiverbendMetrics Group 332 - Usage Expansion,prospecting,137524.87,2025-11-06,expansion,Priya Patel,2025-06-14T14:00:00
OPP-REN-333,ACC-333,IroncladMetrics Group 333 - Annual Renewal,negotiation,22856.35,2025-12-31,renewal,James Wilson,2025-05-28T14:00:00
OPP-REN-334,ACC-334,BrightForgeMetrics Group 334 - Annual Renewal,negotiation,130324.17,2025-09-02,renewal,James Wilson,2025-06-06T14:00:00
OPP-EXP-334,ACC-334,BrightForgeMetrics Group 334 - Usage Expansion,prospecting,36208.45,2025-08-27,expansion,James Wilson,2025-06-01T14:00:00
OPP-REN-335,ACC-335,CoreSignalMetrics Group 335 - Annual Renewal,negotiation,184604.36,2025-08-10,renewal,James Wilson,2025-05-25T14:00:00
OPP-REN-336,ACC-336,TrueNorthMetrics Group 336 - Annual Renewal,proposal,188376.75,2025-12-06,renewal,Ana Rodriguez,2025-04-22T14:00:00
OPP-REN-337,ACC-337,NorthstarOps Group 337 - Annual Renewal,negotiation,343959.95,2025-10-11,renewal,Priya Patel,2025-06-12T14:00:00
OPP-EXP-337,ACC-337,NorthstarOps Group 337 - Usage Expansion,qualification,233953.7,2025-09-11,expansion,Priya Patel,2025-06-26T14:00:00
OPP-REN-338,ACC-338,BluePeakOps Group 338 - Annual Renewal,qualification,117848.66,2025-11-21,renewal,James Wilson,2025-05-28T14:00:00
OPP-REN-339,ACC-339,ClearPathOps Group 339 - Annual Renewal,qualification,615018.59,2025-09-26,renewal,Priya Patel,2025-06-30T14:00:00
OPP-REN-340,ACC-340,EvergreenOps Group 340 - Annual Renewal,negotiation,670013.64,2025-08-09,renewal,Sarah Chen,2025-06-20T14:00:00
OPP-REN-341,ACC-341,SilverlineOps Group 341 - Annual Renewal,negotiation,106669.38,2025-09-08,renewal,Marcus Johnson,2025-06-20T14:00:00
OPP-REN-342,ACC-342,KeystoneOps Group 342 - Annual Renewal,negotiation,162699.82,2025-08-20,renewal,James Wilson,2025-05-22T14:00:00
OPP-EXP-342,ACC-342,KeystoneOps Group 342 - Usage Expansion,closed_lost,52155.02,2025-11-12,expansion,James Wilson,2025-06-21T14:00:00
OPP-REN-343,ACC-343,SummitOps Group 343 - Annual Renewal,negotiation,180575.74,2025-09-23,renewal,Priya Patel,2025-06-30T14:00:00
OPP-EXP-343,ACC-343,SummitOps Group 343 - Usage Expansion,proposal,150724.72,2025-09-07,expansion,Priya Patel,2025-07-01T14:00:00
OPP-REN-344,ACC-344,RiverbendOps Group 344 - Annual Renewal,negotiation,9101.1,2025-11-10,renewal,James Wilson,2025-05-01T14:00:00
OPP-REN-345,ACC-345,IroncladOps Group 345 - Annual Renewal,negotiation,55685.61,2025-11-04,renewal,Marcus Johnson,2025-05-13T14:00:00
OPP-REN-346,ACC-346,BrightForgeOps Group 346 - Annual Renewal,negotiation,157621.81,2025-10-05,renewal,Marcus Johnson,2025-05-28T14:00:00
OPP-REN-347,ACC-347,CoreSignalOps Group 347 - Annual Renewal,negotiation,130829.82,2025-11-20,renewal,James Wilson,2025-04-25T14:00:00
OPP-REN-348,ACC-348,TrueNorthOps Group 348 - Annual Renewal,negotiation,310144.89,2025-09-15,renewal,James Wilson,2025-06-13T14:00:00
OPP-REN-349,ACC-349,NorthstarRevenue Group 349 - Annual Renewal,qualification,205133.25,2025-12-31,renewal,James Wilson,2025-05-23T14:00:00
OPP-REN-350,ACC-350,BluePeakRevenue Group 350 - Annual Renewal,negotiation,217026.02,2025-08-07,renewal,Marcus Johnson,2025-06-11T14:00:00
OPP-REN-351,ACC-351,ClearPathRevenue Group 351 - Annual Renewal,qualification,40897.08,2025-12-18,renewal,Priya Patel,2025-05-22T14:00:00
OPP-REN-352,ACC-352,EvergreenRevenue Group 352 - Annual Renewal,qualification,200657.04,2025-10-19,renewal,Marcus Johnson,2025-06-15T14:00:00
OPP-REN-353,ACC-353,SilverlineRevenue Group 353 - Annual Renewal,negotiation,81915.01,2025-12-14,renewal,Marcus Johnson,2025-05-02T14:00:00
OPP-EXP-353,ACC-353,SilverlineRevenue Group 353 - Usage Expansion,qualification,52619.34,2025-09-08,expansion,Marcus Johnson,2025-06-08T14:00:00
OPP-REN-354,ACC-354,KeystoneRevenue Group 354 - Annual Renewal,negotiation,8893.66,2026-01-04,renewal,James Wilson,2025-05-04T14:00:00
OPP-REN-355,ACC-355,SummitRevenue Group 355 - Annual Renewal,proposal,57346.36,2025-09-21,renewal,Priya Patel,2025-04-29T14:00:00
OPP-REN-356,ACC-356,RiverbendRevenue Group 356 - Annual Renewal,proposal,135573.83,2026-01-03,renewal,James Wilson,2025-06-04T14:00:00
OPP-REN-357,ACC-357,IroncladRevenue Group 357 - Annual Renewal,negotiation,338513.84,2025-08-29,renewal,Sarah Chen,2025-06-27T14:00:00
OPP-EXP-357,ACC-357,IroncladRevenue Group 357 - Usage Expansion,closed_lost,269848.73,2025-10-14,expansion,Sarah Chen,2025-07-05T14:00:00
OPP-REN-358,ACC-358,BrightForgeRevenue Group 358 - Annual Renewal,negotiation,103323.63,2025-08-31,renewal,Ana Rodriguez,2025-06-07T14:00:00
OPP-REN-359,ACC-359,CoreSignalRevenue Group 359 - Annual Renewal,proposal,64967.87,2025-09-24,renewal,Ana Rodriguez,2025-05-04T14:00:00
OPP-REN-360,ACC-360,TrueNorthRevenue Group 360 - Annual Renewal,negotiation,256507.73,2025-08-11,renewal,Marcus Johnson,2025-06-26T14:00:00
OPP-REN-361,ACC-361,NorthstarWorkflow Group 361 - Annual Renewal,proposal,15665.99,2025-12-08,renewal,Sarah Chen,2025-06-23T14:00:00
OPP-REN-362,ACC-362,BluePeakWorkflow Group 362 - Annual Renewal,negotiation,26728.61,2025-11-21,renewal,Priya Patel,2025-05-07T14:00:00
OPP-EXP-362,ACC-362,BluePeakWorkflow Group 362 - Usage Expansion,prospecting,19894.38,2025-10-12,expansion,Priya Patel,2025-06-06T14:00:00
OPP-REN-363,ACC-363,ClearPathWorkflow Group 363 - Annual Renewal,negotiation,500493.71,2025-08-08,renewal,Ana Rodriguez,2025-06-02T14:00:00
OPP-REN-364,ACC-364,EvergreenWorkflow Group 364 - Annual Renewal,qualification,492239.59,2025-11-11,renewal,Ana Rodriguez,2025-04-13T14:00:00
OPP-EXP-364,ACC-364,EvergreenWorkflow Group 364 - Usage Expansion,qualification,95393.74,2025-10-20,expansion,Ana Rodriguez,2025-06-29T14:00:00
OPP-REN-365,ACC-365,SilverlineWorkflow Group 365 - Annual Renewal,negotiation,611890.6,2025-09-23,renewal,Sarah Chen,2025-05-23T14:00:00
OPP-REN-366,ACC-366,KeystoneWorkflow Group 366 - Annual Renewal,proposal,89108.75,2025-12-05,renewal,Marcus Johnson,2025-06-11T14:00:00
OPP-EXP-366,ACC-366,KeystoneWorkflow Group 366 - Usage Expansion,closed_lost,52867.13,2025-08-28,expansion,Marcus Johnson,2025-06-21T14:00:00
OPP-REN-367,ACC-367,SummitWorkflow Group 367 - Annual Renewal,qualification,47390.89,2025-09-17,renewal,Ana Rodriguez,2025-05-28T14:00:00
OPP-REN-368,ACC-368,RiverbendWorkflow Group 368 - Annual Renewal,qualification,24420.12,2025-09-22,renewal,Priya Patel,2025-06-23T14:00:00
OPP-REN-369,ACC-369,IroncladWorkflow Group 369 - Annual Renewal,negotiation,70138.32,2025-08-11,renewal,James Wilson,2025-05-31T14:00:00
OPP-REN-370,ACC-370,BrightForgeWorkflow Group 370 - Annual Renewal,qualification,483330.13,2025-09-13,renewal,Priya Patel,2025-05-25T14:00:00
OPP-REN-371,ACC-371,CoreSignalWorkflow Group 371 - Annual Renewal,qualification,103475.96,2025-12-27,renewal,James Wilson,2025-04-27T14:00:00
OPP-EXP-371,ACC-371,CoreSignalWorkflow Group 371 - Usage Expansion,prospecting,69684.67,2025-12-04,expansion,James Wilson,2025-06-05T14:00:00
OPP-REN-373,ACC-373,NorthstarAutomation Group 373 - Annual Renewal,proposal,404798.01,2025-12-06,renewal,Marcus Johnson,2025-05-15T14:00:00
OPP-EXP-373,ACC-373,NorthstarAutomation Group 373 - Usage Expansion,proposal,95722.32,2025-09-02,expansion,Marcus Johnson,2025-06-21T14:00:00
OPP-REN-374,ACC-374,BluePeakAutomation Group 374 - Annual Renewal,qualification,110378.67,2025-12-11,renewal,Ana Rodriguez,2025-06-20T14:00:00
OPP-REN-375,ACC-375,ClearPathAutomation Group 375 - Annual Renewal,negotiation,38678.57,2025-08-24,renewal,Ana Rodriguez,2025-05-15T14:00:00
OPP-REN-376,ACC-376,EvergreenAutomation Group 376 - Annual Renewal,qualification,130691.27,2025-12-11,renewal,Ana Rodriguez,2025-04-28T14:00:00
OPP-EXP-376,ACC-376,EvergreenAutomation Group 376 - Usage Expansion,closed_lost,71890.25,2025-08-20,expansion,Ana Rodriguez,2025-06-19T14:00:00
OPP-REN-377,ACC-377,SilverlineAutomation Group 377 - Annual Renewal,qualification,24910.59,2025-07-26,renewal,James Wilson,2025-06-18T14:00:00
OPP-REN-378,ACC-378,KeystoneAutomation Group 378 - Annual Renewal,qualification,15314.91,2025-11-05,renewal,Sarah Chen,2025-06-04T14:00:00
OPP-REN-379,ACC-379,SummitAutomation Group 379 - Annual Renewal,negotiation,199056.43,2025-09-28,renewal,James Wilson,2025-06-09T14:00:00
OPP-REN-380,ACC-380,RiverbendAutomation Group 380 - Annual Renewal,proposal,233748.54,2025-12-04,renewal,Marcus Johnson,2025-04-19T14:00:00
OPP-EXP-380,ACC-380,RiverbendAutomation Group 380 - Usage Expansion,proposal,96188.13,2025-11-13,expansion,Marcus Johnson,2025-06-19T14:00:00
OPP-REN-381,ACC-381,IroncladAutomation Group 381 - Annual Renewal,negotiation,113779.22,2025-10-12,renewal,Sarah Chen,2025-05-16T14:00:00
OPP-REN-382,ACC-382,BrightForgeAutomation Group 382 - Annual Renewal,negotiation,76648.64,2025-11-19,renewal,Ana Rodriguez,2025-04-19T14:00:00
OPP-REN-383,ACC-383,CoreSignalAutomation Group 383 - Annual Renewal,qualification,122163.08,2025-10-24,renewal,Ana Rodriguez,2025-05-01T14:00:00
OPP-REN-384,ACC-384,TrueNorthAutomation Group 384 - Annual Renewal,negotiation,31133.55,2026-01-05,renewal,Marcus Johnson,2025-04-14T14:00:00
OPP-REN-385,ACC-385,NorthstarSecurity Group 385 - Annual Renewal,proposal,217648.2,2025-11-19,renewal,Ana Rodriguez,2025-04-25T14:00:00
OPP-REN-386,ACC-386,BluePeakSecurity Group 386 - Annual Renewal,proposal,481231.48,2025-10-18,renewal,James Wilson,2025-05-02T14:00:00
OPP-EXP-386,ACC-386,BluePeakSecurity Group 386 - Usage Expansion,prospecting,219495.92,2025-11-20,expansion,James Wilson,2025-07-05T14:00:00
OPP-REN-387,ACC-387,ClearPathSecurity Group 387 - Annual Renewal,qualification,248518.19,2025-12-28,renewal,Priya Patel,2025-06-09T14:00:00
OPP-EXP-387,ACC-387,ClearPathSecurity Group 387 - Usage Expansion,closed_lost,108905.55,2025-10-27,expansion,Priya Patel,2025-06-09T14:00:00
OPP-REN-388,ACC-388,EvergreenSecurity Group 388 - Annual Renewal,proposal,149914.37,2025-08-26,renewal,Ana Rodriguez,2025-05-31T14:00:00
OPP-REN-389,ACC-389,SilverlineSecurity Group 389 - Annual Renewal,negotiation,18830.02,2025-11-26,renewal,Ana Rodriguez,2025-05-08T14:00:00
OPP-REN-390,ACC-390,KeystoneSecurity Group 390 - Annual Renewal,negotiation,189435.51,2025-10-26,renewal,Ana Rodriguez,2025-06-07T14:00:00
OPP-REN-391,ACC-391,SummitSecurity Group 391 - Annual Renewal,proposal,126530.88,2025-10-29,renewal,Sarah Chen,2025-06-17T14:00:00
OPP-REN-392,ACC-392,RiverbendSecurity Group 392 - Annual Renewal,negotiation,216421.85,2025-10-05,renewal,Ana Rodriguez,2025-06-12T14:00:00
OPP-REN-393,ACC-393,IroncladSecurity Group 393 - Annual Renewal,negotiation,37651.37,2025-08-02,renewal,Ana Rodriguez,2025-04-13T14:00:00
OPP-REN-394,ACC-394,BrightForgeSecurity Group 394 - Annual Renewal,proposal,34618.74,2025-11-20,renewal,Sarah Chen,2025-04-27T14:00:00
OPP-REN-395,ACC-395,CoreSignalSecurity Group 395 - Annual Renewal,negotiation,494512.62,2025-11-21,renewal,Ana Rodriguez,2025-06-23T14:00:00
OPP-REN-396,ACC-396,TrueNorthSecurity Group 396 - Annual Renewal,negotiation,16234.68,2025-08-30,renewal,Marcus Johnson,2025-05-18T14:00:00
OPP-REN-397,ACC-397,NorthstarCommerce Group 397 - Annual Renewal,proposal,68954.76,2026-01-06,renewal,Marcus Johnson,2025-04-17T14:00:00
OPP-EXP-397,ACC-397,NorthstarCommerce Group 397 - Usage Expansion,proposal,37836.0,2025-09-18,expansion,Marcus Johnson,2025-06-26T14:00:00
OPP-REN-398,ACC-398,BluePeakCommerce Group 398 - Annual Renewal,proposal,205852.73,2025-09-14,renewal,Sarah Chen,2025-06-12T14:00:00
OPP-REN-399,ACC-399,ClearPathCommerce Group 399 - Annual Renewal,qualification,342524.77,2025-09-23,renewal,James Wilson,2025-06-01T14:00:00
OPP-REN-400,ACC-400,EvergreenCommerce Group 400 - Annual Renewal,negotiation,72826.47,2025-11-07,renewal,Ana Rodriguez,2025-06-23T14:00:00
OPP-REN-401,ACC-401,SilverlineCommerce Group 401 - Annual Renewal,qualification,179414.18,2025-10-07,renewal,Priya Patel,2025-04-15T14:00:00
OPP-REN-402,ACC-402,KeystoneCommerce Group 402 - Annual Renewal,qualification,303259.57,2025-11-21,renewal,Ana Rodriguez,2025-05-21T14:00:00
OPP-REN-403,ACC-403,SummitCommerce Group 403 - Annual Renewal,qualification,41396.85,2025-12-14,renewal,Marcus Johnson,2025-04-30T14:00:00
OPP-REN-404,ACC-404,RiverbendCommerce Group 404 - Annual Renewal,proposal,460243.8,2025-08-10,renewal,Priya Patel,2025-06-01T14:00:00
OPP-EXP-404,ACC-404,RiverbendCommerce Group 404 - Usage Expansion,closed_lost,165772.84,2025-09-26,expansion,Priya Patel,2025-06-30T14:00:00
OPP-REN-405,ACC-405,IroncladCommerce Group 405 - Annual Renewal,negotiation,138687.98,2025-10-02,renewal,James Wilson,2025-06-12T14:00:00
OPP-REN-406,ACC-406,BrightForgeCommerce Group 406 - Annual Renewal,qualification,17875.39,2025-12-17,renewal,Sarah Chen,2025-04-14T14:00:00
OPP-REN-407,ACC-407,CoreSignalCommerce Group 407 - Annual Renewal,negotiation,175026.25,2025-10-14,renewal,Marcus Johnson,2025-06-14T14:00:00
OPP-REN-408,ACC-408,TrueNorthCommerce Group 408 - Annual Renewal,proposal,646511.97,2025-08-30,renewal,Priya Patel,2025-05-25T14:00:00
OPP-EXP-408,ACC-408,TrueNorthCommerce Group 408 - Usage Expansion,closed_lost,404692.1,2025-10-15,expansion,Priya Patel,2025-06-23T14:00:00
OPP-REN-409,ACC-409,NorthstarHealth Group 409 - Annual Renewal,negotiation,146455.83,2025-11-16,renewal,Marcus Johnson,2025-06-20T14:00:00
OPP-REN-410,ACC-410,BluePeakHealth Group 410 - Annual Renewal,proposal,15672.84,2025-08-28,renewal,Sarah Chen,2025-05-25T14:00:00
OPP-REN-411,ACC-411,ClearPathHealth Group 411 - Annual Renewal,negotiation,126087.9,2025-09-06,renewal,Marcus Johnson,2025-05-15T14:00:00
OPP-REN-412,ACC-412,EvergreenHealth Group 412 - Annual Renewal,qualification,13370.0,2025-08-06,renewal,James Wilson,2025-06-28T14:00:00
OPP-REN-413,ACC-413,SilverlineHealth Group 413 - Annual Renewal,negotiation,18919.7,2025-12-22,renewal,Sarah Chen,2025-05-12T14:00:00
OPP-REN-414,ACC-414,KeystoneHealth Group 414 - Annual Renewal,qualification,170714.95,2025-08-14,renewal,Sarah Chen,2025-06-15T14:00:00
OPP-EXP-414,ACC-414,KeystoneHealth Group 414 - Usage Expansion,qualification,75301.58,2025-10-10,expansion,Sarah Chen,2025-05-28T14:00:00
OPP-REN-415,ACC-415,SummitHealth Group 415 - Annual Renewal,proposal,13976.82,2025-09-14,renewal,James Wilson,2025-05-11T14:00:00
OPP-REN-416,ACC-416,RiverbendHealth Group 416 - Annual Renewal,negotiation,40712.47,2025-08-06,renewal,Sarah Chen,2025-06-25T14:00:00
OPP-REN-417,ACC-417,IroncladHealth Group 417 - Annual Renewal,qualification,61099.52,2025-09-30,renewal,Priya Patel,2025-04-26T14:00:00
OPP-REN-418,ACC-418,BrightForgeHealth Group 418 - Annual Renewal,proposal,26472.22,2025-12-14,renewal,Marcus Johnson,2025-05-06T14:00:00
OPP-EXP-418,ACC-418,BrightForgeHealth Group 418 - Usage Expansion,proposal,10119.34,2025-11-13,expansion,Marcus Johnson,2025-07-03T14:00:00
OPP-REN-419,ACC-419,CoreSignalHealth Group 419 - Annual Renewal,proposal,185968.87,2025-09-12,renewal,Priya Patel,2025-05-09T14:00:00
OPP-REN-420,ACC-420,TrueNorthHealth Group 420 - Annual Renewal,proposal,87793.15,2025-11-04,renewal,Marcus Johnson,2025-05-04T14:00:00
OPP-REN-421,ACC-421,NorthstarLogistics Group 421 - Annual Renewal,qualification,94514.32,2025-11-12,renewal,Marcus Johnson,2025-04-13T14:00:00
