invoice_id,account_id,billing_period_start,billing_period_end,base_amount,usage_amount,total_amount,status,issued_at
INV-504-202507,ACC-504,2025-06-10,2025-07-10,12902.86,0,12902.86,paid,2025-07-06T14:00:00
INV-505-202507,ACC-505,2025-06-10,2025-07-10,15216.47,0,15216.47,paid,2025-07-09T14:00:00
INV-506-202507,ACC-506,2025-06-10,2025-07-10,5016.43,0,5016.43,paid,2025-07-03T14:00:00
INV-507-202507,ACC-507,2025-06-10,2025-07-10,11728.64,0,11728.64,paid,2025-07-05T14:00:00
INV-508-202507,ACC-508,2025-06-10,2025-07-10,38092.49,0,38092.49,paid,2025-07-07T14:00:00
INV-509-202507,ACC-509,2025-06-10,2025-07-10,9214.36,0,9214.36,paid,2025-07-04T14:00:00
INV-510-202507,ACC-510,2025-06-10,2025-07-10,14251.85,0,14251.85,pending,2025-07-09T14:00:00
INV-511-202507,ACC-511,2025-06-10,2025-07-10,13665.52,0,13665.52,paid,2025-07-06T14:00:00
INV-512-202507,ACC-512,2025-06-10,2025-07-10,10814.67,0,10814.67,paid,2025-07-08T14:00:00
INV-513-202507,ACC-513,2025-06-10,2025-07-10,27489.68,0,27489.68,paid,2025-07-05T14:00:00
INV-514-202507,ACC-514,2025-06-10,2025-07-10,2709.22,0,2709.22,pending,2025-07-07T14:00:00
INV-515-202507,ACC-515,2025-06-10,2025-07-10,5509.76,0,5509.76,paid,2025-07-05T14:00:00
INV-516-202507,ACC-516,2025-06-10,2025-07-10,1743.02,0,1743.02,paid,2025-07-06T14:00:00
INV-517-202507,ACC-517,2025-06-10,2025-07-10,3101.94,0,3101.94,pending,2025-07-07T14:00:00
INV-518-202507,ACC-518,2025-06-10,2025-07-10,1235.75,0,1235.75,paid,2025-07-03T14:00:00
INV-519-202507,ACC-519,2025-06-10,2025-07-10,43956.57,1415.18,45371.75,paid,2025-07-05T14:00:00
INV-520-202507,ACC-520,2025-06-10,2025-07-10,30668.97,0,30668.97,paid,2025-07-05T14:00:00
INV-521-202507,ACC-521,2025-06-10,2025-07-10,1232.77,0,1232.77,paid,2025-07-08T14:00:00
INV-522-202507,ACC-522,2025-06-10,2025-07-10,14007.44,0,14007.44,paid,2025-07-09T14:00:00
INV-523-202507,ACC-523,2025-06-10,2025-07-10,15647.99,0,15647.99,paid,2025-07-09T14:00:00
INV-524-202507,ACC-524,2025-06-10,2025-07-10,7089.98,0,7089.98,paid,2025-07-06T14:00:00
INV-525-202507,ACC-525,2025-06-10,2025-07-10,10161.16,0,10161.16,paid,2025-07-03T14:00:00
INV-526-202507,ACC-526,2025-06-10,2025-07-10,11014.75,0,11014.75,paid,2025-07-04T14:00:00
INV-527-202507,ACC-527,2025-06-10,2025-07-10,1685.33,0,1685.33,paid,2025-07-09T14:00:00
INV-528-202507,ACC-528,2025-06-10,2025-07-10,21930.77,4343.58,26274.35,paid,2025-07-07T14:00:00
INV-529-202507,ACC-529,2025-06-10,2025-07-10,2586.17,33.37,2619.54,paid,2025-07-09T14:00:00
INV-530-202507,ACC-530,2025-06-10,2025-07-10,25780.77,0,25780.77,pending,2025-07-04T14:00:00
INV-532-202507,ACC-532,2025-06-10,2025-07-10,13580.07,0,13580.07,paid,2025-07-09T14:00:00
INV-533-202507,ACC-533,2025-06-10,2025-07-10,2034.52,0,2034.52,paid,2025-07-09T14:00:00
INV-534-202507,ACC-534,2025-06-10,2025-07-10,2735.43,0,2735.43,paid,2025-07-09T14:00:00
INV-535-202507,ACC-535,2025-06-10,2025-07-10,2143.16,0,2143.16,pending,2025-07-05T14:00:00
INV-536-202507,ACC-536,2025-06-10,2025-07-10,10211.3,0,10211.3,paid,2025-07-06T14:00:00
INV-537-202507,ACC-537,2025-06-10,2025-07-10,992.74,80.2,1072.94,paid,2025-07-07T14:00:00
INV-538-202507,ACC-538,2025-06-10,2025-07-10,22268.88,0,22268.88,paid,2025-07-07T14:00:00
INV-539-202507,ACC-539,2025-06-10,2025-07-10,10353.8,0,10353.8,paid,2025-07-04T14:00:00
INV-540-202507,ACC-540,2025-06-10,2025-07-10,9909.99,163.07,10073.06,paid,2025-07-07T14:00:00
INV-541-202507,ACC-541,2025-06-10,2025-07-10,9871.7,0,9871.7,pending,2025-07-05T14:00:00
INV-542-202507,ACC-542,2025-06-10,2025-07-10,44323.32,0,44323.32,paid,2025-07-09T14:00:00
INV-543-202507,ACC-543,2025-06-10,2025-07-10,2187.85,0,2187.85,paid,2025-07-09T14:00:00
INV-544-202507,ACC-544,2025-06-10,2025-07-10,42945.89,0,42945.89,paid,2025-07-08T14:00:00
INV-545-202507,ACC-545,2025-06-10,2025-07-10,9264.82,0,9264.82,paid,2025-07-09T14:00:00
INV-546-202507,ACC-546,2025-06-10,2025-07-10,16041.85,0,16041.85,paid,2025-07-06T14:00:00
INV-547-202507,ACC-547,2025-06-10,2025-07-10,15375.76,0,15375.76,paid,2025-07-05T14:00:00
INV-548-202507,ACC-548,2025-06-10,2025-07-10,8145.59,0,8145.59,pending,2025-07-04T14:00:00
INV-549-202507,ACC-549,2025-06-10,2025-07-10,43893.19,0,43893.19,pending,2025-07-05T14:00:00
INV-550-202507,ACC-550,2025-06-10,2025-07-10,12026.29,0,12026.29,paid,2025-07-04T14:00:00
INV-551-202507,ACC-551,2025-06-10,2025-07-10,13785.92,30.61,13816.53,paid,2025-07-03T14:00:00
INV-552-202507,ACC-552,2025-06-10,2025-07-10,5581.06,0,5581.06,paid,2025-07-09T14:00:00
INV-553-202507,ACC-553,2025-06-10,2025-07-10,29959.97,0,29959.97,pending,2025-07-06T14:00:00
INV-554-202507,ACC-554,2025-06-10,2025-07-10,30997.67,0,30997.67,paid,2025-07-07T14:00:00
INV-555-202507,ACC-555,2025-06-10,2025-07-10,13656.33,0,13656.33,pending,2025-07-04T14:00:00
INV-556-202507,ACC-556,2025-06-10,2025-07-10,38558.24,880.25,39438.49,failed,2025-07-05T14:00:00
INV-557-202507,ACC-557,2025-06-10,2025-07-10,37400.36,0,37400.36,paid,2025-07-04T14:00:00
INV-558-202507,ACC-558,2025-06-10,2025-07-10,14861.14,0,14861.14,pending,2025-07-09T14:00:00
INV-559-202507,ACC-559,2025-06-10,2025-07-10,26162.04,1506.54,27668.58,pending,2025-07-08T14:00:00
INV-560-202507,ACC-560,2025-06-10,2025-07-10,784.56,0,784.56,pending,2025-07-06T14:00:00
INV-561-202507,ACC-561,2025-06-10,2025-07-10,49586.28,0,49586.28,paid,2025-07-04T14:00:00
INV-562-202507,ACC-562,2025-06-10,2025-07-10,8670.56,0,8670.56,paid,2025-07-08T14:00:00
INV-563-202507,ACC-563,2025-06-10,2025-07-10,7014.7,0,7014.7,paid,2025-07-03T14:00:00
INV-564-202507,ACC-564,2025-06-10,2025-07-10,9851.15,0,9851.15,paid,2025-07-05T14:00:00
INV-565-202507,ACC-565,2025-06-10,2025-07-10,6569.65,0,6569.65,paid,2025-07-06T14:00:00
INV-566-202507,ACC-566,2025-06-10,2025-07-10,12353.39,0,12353.39,paid,2025-07-08T14:00:00
INV-567-202507,ACC-567,2025-06-10,2025-07-10,11995.58,0,11995.58,past_due,2025-07-04T14:00:00
INV-568-202507,ACC-568,2025-06-10,2025-07-10,2892.79,0,2892.79,past_due,2025-07-08T14:00:00
INV-569-202507,ACC-569,2025-06-10,2025-07-10,1374.09,0,1374.09,paid,2025-07-05T14:00:00
INV-570-202507,ACC-570,2025-06-10,2025-07-10,41350.08,0,41350.08,paid,2025-07-03T14:00:00
INV-571-202507,ACC-571,2025-06-10,2025-07-10,15286.55,0,15286.55,paid,2025-07-04T14:00:00
INV-572-202507,ACC-572,2025-06-10,2025-07-10,13804.77,0,13804.77,paid,2025-07-06T14:00:00
INV-573-202507,ACC-573,2025-06-10,2025-07-10,3536.68,0,3536.68,paid,2025-07-03T14:00:00
INV-574-202507,ACC-574,2025-06-10,2025-07-10,8813.64,0,8813.64,paid,2025-07-07T14:00:00
INV-575-202507,ACC-575,2025-06-10,2025-07-10,32901.8,0,32901.8,pending,2025-07-09T14:00:00
INV-576-202507,ACC-576,2025-06-10,2025-07-10,7706.63,0,7706.63,paid,2025-07-04T14:00:00
INV-577-202507,ACC-577,2025-06-10,2025-07-10,10699.18,0,10699.18,paid,2025-07-08T14:00:00
INV-578-202507,ACC-578,2025-06-10,2025-07-10,47662.07,0,47662.07,paid,2025-07-05T14:00:00
INV-579-202507,ACC-579,2025-06-10,2025-07-10,1114.29,0,1114.29,paid,2025-07-09T14:00:00
INV-580-202507,ACC-580,2025-06-10,2025-07-10,3243.32,0,3243.32,paid,2025-07-08T14:00:00
INV-581-202507,ACC-581,2025-06-10,2025-07-10,7214.11,0,7214.11,pending,2025-07-08T14:00:00
INV-582-202507,ACC-582,2025-06-10,2025-07-10,8031.72,0,8031.72,paid,2025-07-04T14:00:00
INV-583-202507,ACC-583,2025-06-10,2025-07-10,18965.99,0,18965.99,paid,2025-07-04T14:00:00
INV-585-202507,ACC-585,2025-06-10,2025-07-10,15620.45,0,15620.45,past_due,2025-07-09T14:00:00
INV-586-202507,ACC-586,2025-06-10,2025-07-10,30961.25,0,30961.25,pending,2025-07-04T14:00:00
INV-587-202507,ACC-587,2025-06-10,2025-07-10,7938.95,0,7938.95,paid,2025-07-04T14:00:00
INV-588-202507,ACC-588,2025-06-10,2025-07-10,1071.42,0,1071.42,paid,2025-07-06T14:00:00
INV-589-202507,ACC-589,2025-06-10,2025-07-10,6660.32,0,6660.32,paid,2025-07-06T14:00:00
INV-590-202507,ACC-590,2025-06-10,2025-07-10,50831.77,1066.51,51898.28,paid,2025-07-04T14:00:00
INV-591-202507,ACC-591,2025-06-10,2025-07-10,12245.35,0,12245.35,paid,2025-07-04T14:00:00
INV-592-202507,ACC-592,2025-06-10,2025-07-10,5574.15,0,5574.15,paid,2025-07-06T14:00:00
INV-593-202507,ACC-593,2025-06-10,2025-07-10,40000.33,1000.05,41000.38,paid,2025-07-09T14:00:00
INV-594-202507,ACC-594,2025-06-10,2025-07-10,742.67,0,742.67,pending,2025-07-09T14:00:00
INV-595-202507,ACC-595,2025-06-10,2025-07-10,14593.01,47.69,14640.7,past_due,2025-07-08T14:00:00
INV-596-202507,ACC-596,2025-06-10,2025-07-10,3371.57,0,3371.57,paid,2025-07-09T14:00:00
INV-597-202507,ACC-597,2025-06-10,2025-07-10,12309.96,0,12309.96,paid,2025-07-07T14:00:00
INV-598-202507,ACC-598,2025-06-10,2025-07-10,1040.62,0,1040.62,paid,2025-07-08T14:00:00
INV-599-202507,ACC-599,2025-06-10,2025-07-10,34625.61,0,34625.61,paid,2025-07-05T14:00:00
INV-600-202507,ACC-600,2025-06-10,2025-07-10,25924.39,0,25924.39,paid,2025-07-05T14:00:00
INV-601-202507,ACC-601,2025-06-10,2025-07-10,7749.57,0,7749.57,pending,2025-07-06T14:00:00
INV-602-202507,ACC-602,2025-06-10,2025-07-10,4722.68,0,4722.68,paid,2025-07-08T14:00:00
INV-603-202507,ACC-603,2025-06-10,2025-07-10,18483.21,0,18483.21,paid,2025-07-03T14:00:00
INV-604-202507,ACC-604,2025-06-10,2025-07-10,1106.9,114.16,1221.06,paid,2025-07-03T14:00:00
INV-605-202507,ACC-605,2025-06-10,2025-07-10,13139.29,0,13139.29,paid,2025-07-05T14:00:00
INV-606-202507,ACC-606,2025-06-10,2025-07-10,17642.51,68.91,17711.42,past_due,2025-07-09T14:00:00
INV-607-202507,ACC-607,2025-06-10,2025-07-10,33103.48,0,33103.48,pending,2025-07-09T14:00:00
INV-608-202507,ACC-608,2025-06-10,2025-07-10,42753.32,0,42753.32,pending,2025-07-04T14:00:00
INV-609-202507,ACC-609,2025-06-10,2025-07-10,2654.25,0,2654.25,paid,2025-07-03T14:00:00
INV-610-202507,ACC-610,2025-06-10,2025-07-10,15700.52,0.01,15700.53,paid,2025-07-09T14:00:00
INV-611-202507,ACC-611,2025-06-10,2025-07-10,47546.83,0,47546.83,pending,2025-07-04T14:00:00
INV-612-202507,ACC-612,2025-06-10,2025-07-10,1615.86,0,1615.86,paid,2025-07-09T14:00:00
INV-613-202507,ACC-613,2025-06-10,2025-07-10,55627.11,0,55627.11,pending,2025-07-08T14:00:00
INV-614-202507,ACC-614,2025-06-10,2025-07-10,4322.35,0,4322.35,paid,2025-07-04T14:00:00
INV-615-202507,ACC-615,2025-06-10,2025-07-10,47222.04,0,47222.04,paid,2025-07-09T14:00:00
INV-616-202507,ACC-616,2025-06-10,2025-07-10,3538.1,0,3538.1,past_due,2025-07-04T14:00:00
INV-617-202507,ACC-617,2025-06-10,2025-07-10,9180.86,10.06,9190.92,paid,2025-07-06T14:00:00
INV-618-202507,ACC-618,2025-06-10,2025-07-10,17056.89,0,17056.89,paid,2025-07-06T14:00:00
INV-619-202507,ACC-619,2025-06-10,2025-07-10,53160.61,0,53160.61,paid,2025-07-04T14:00:00
INV-620-202507,ACC-620,2025-06-10,2025-07-10,30533.67,0,30533.67,paid,2025-07-05T14:00:00
INV-621-202507,ACC-621,2025-06-10,2025-07-10,36490.59,2344.5,38835.09,paid,2025-07-04T14:00:00
INV-622-202507,ACC-622,2025-06-10,2025-07-10,3120.42,0,3120.42,pending,2025-07-05T14:00:00
INV-623-202507,ACC-623,2025-06-10,2025-07-10,8972.3,0,8972.3,paid,2025-07-08T14:00:00
INV-624-202507,ACC-624,2025-06-10,2025-07-10,12736.98,0,12736.98,paid,2025-07-04T14:00:00
INV-625-202507,ACC-625,2025-06-10,2025-07-10,3493.73,0,3493.73,paid,2025-07-05T14:00:00
INV-626-202507,ACC-626,2025-06-10,2025-07-10,32084.84,0,32084.84,paid,2025-07-03T14:00:00
INV-627-202507,ACC-627,2025-06-10,2025-07-10,13786.33,0,13786.33,paid,2025-07-06T14:00:00
INV-628-202507,ACC-628,2025-06-10,2025-07-10,1732.78,0,1732.78,paid,2025-07-06T14:00:00
INV-629-202507,ACC-629,2025-06-10,2025-07-10,1856.15,0,1856.15,paid,2025-07-06T14:00:00
INV-630-202507,ACC-630,2025-06-10,2025-07-10,24644.69,1278.27,25922.96,paid,2025-07-07T14:00:00
INV-631-202507,ACC-631,2025-06-10,2025-07-10,1965.63,0,1965.63,paid,2025-07-03T14:00:00
INV-632-202507,ACC-632,2025-06-10,2025-07-10,49165.12,0,49165.12,paid,2025-07-08T14:00:00
INV-633-202507,ACC-633,2025-06-10,2025-07-10,42601.83,0,42601.83,failed,2025-07-07T14:00:00
INV-634-202507,ACC-634,2025-06-10,2025-07-10,28125.37,0,28125.37,past_due,2025-07-05T14:00:00
INV-635-202507,ACC-635,2025-06-10,2025-07-10,6965.23,0,6965.23,paid,2025-07-08T14:00:00
INV-636-202507,ACC-636,2025-06-10,2025-07-10,5116.43,0,5116.43,paid,2025-07-04T14:00:00
INV-638-202507,ACC-638,2025-06-10,2025-07-10,27846.15,0,27846.15,paid,2025-07-07T14:00:00
INV-639-202507,ACC-639,2025-06-10,2025-07-10,43585.62,0,43585.62,paid,2025-07-07T14:00:00
INV-640-202507,ACC-640,2025-06-10,2025-07-10,1595.41,0,1595.41,paid,2025-07-09T14:00:00
INV-641-202507,ACC-641,2025-06-10,2025-07-10,13544.89,0,13544.89,paid,2025-07-03T14:00:00
INV-642-202507,ACC-642,2025-06-10,2025-07-10,3088.04,0,3088.04,paid,2025-07-04T14:00:00
INV-643-202507,ACC-643,2025-06-10,2025-07-10,1062.75,0,1062.75,paid,2025-07-06T14:00:00
INV-644-202507,ACC-644,2025-06-10,2025-07-10,31690.91,0,31690.91,paid,2025-07-03T14:00:00
INV-645-202507,ACC-645,2025-06-10,2025-07-10,48864.46,0,48864.46,paid,2025-07-09T14:00:00
INV-646-202507,ACC-646,2025-06-10,2025-07-10,1923.06,0,1923.06,paid,2025-07-08T14:00:00
INV-647-202507,ACC-647,2025-06-10,2025-07-10,10338.09,0,10338.09,paid,2025-07-08T14:00:00
INV-648-202507,ACC-648,2025-06-10,2025-07-10,1785.83,0,1785.83,paid,2025-07-06T14:00:00
INV-649-202507,ACC-649,2025-06-10,2025-07-10,16973.18,0,16973.18,paid,2025-07-04T14:00:00
INV-650-202507,ACC-650,2025-06-10,2025-07-10,764.84,34.55,799.39,paid,2025-07-03T14:00:00
INV-651-202507,ACC-651,2025-06-10,2025-07-10,2023.92,0,2023.92,paid,2025-07-06T14:00:00
INV-652-202507,ACC-652,2025-06-10,2025-07-10,41777.19,1721.34,43498.53,paid,2025-07-08T14:00:00
INV-653-202507,ACC-653,2025-06-10,2025-07-10,2207.03,0,2207.03,paid,2025-07-06T14:00:00
INV-654-202507,ACC-654,2025-06-10,2025-07-10,10689.41,0,10689.41,pending,2025-07-07T14:00:00
INV-655-202507,ACC-655,2025-06-10,2025-07-10,6167.27,0,6167.27,past_due,2025-07-03T14:00:00
INV-656-202507,ACC-656,2025-06-10,2025-07-10,48778.72,0,48778.72,pending,2025-07-08T14:00:00
INV-657-202507,ACC-657,2025-06-10,2025-07-10,2166.72,0,2166.72,paid,2025-07-08T14:00:00
INV-658-202507,ACC-658,2025-06-10,2025-07-10,7453.48,0,7453.48,paid,2025-07-08T14:00:00
INV-659-202507,ACC-659,2025-06-10,2025-07-10,2925.94,0,2925.94,paid,2025-07-06T14:00:00
INV-660-202507,ACC-660,2025-06-10,2025-07-10,15458.79,0,15458.79,paid,2025-07-04T14:00:00
INV-661-202507,ACC-661,2025-06-10,2025-07-10,8716.62,114.16,8830.78,paid,2025-07-09T14:00:00
INV-662-202507,ACC-662,2025-06-10,2025-07-10,6292.13,0,6292.13,past_due,2025-07-03T14:00:00
INV-663-202507,ACC-663,2025-06-10,2025-07-10,16581.82,0,16581.82,paid,2025-07-08T14:00:00
INV-664-202507,ACC-664,2025-06-10,2025-07-10,36935.36,0,36935.36,paid,2025-07-09T14:00:00
INV-665-202507,ACC-665,2025-06-10,2025-07-10,20437.06,0,20437.06,paid,2025-07-08T14:00:00
INV-666-202507,ACC-666,2025-06-10,2025-07-10,12201.37,0,12201.37,pending,2025-07-03T14:00:00
INV-667-202507,ACC-667,2025-06-10,2025-07-10,17748.29,1305.08,19053.37,paid,2025-07-09T14:00:00
INV-668-202507,ACC-668,2025-06-10,2025-07-10,27573.55,0,27573.55,pending,2025-07-03T14:00:00
INV-669-202507,ACC-669,2025-06-10,2025-07-10,2910.22,0,2910.22,paid,2025-07-08T14:00:00
INV-670-202507,ACC-670,2025-06-10,2025-07-10,2631.75,0,2631.75,paid,2025-07-05T14:00:00
INV-671-202507,ACC-671,2025-06-10,2025-07-10,27784.3,29.3,27813.6,pending,2025-07-08T14:00:00
INV-672-202507,ACC-672,2025-06-10,2025-07-10,17573.69,99.45,17673.14,paid,2025-07-07T14:00:00
INV-673-202507,ACC-673,2025-06-10,2025-07-10,758.42,0,758.42,paid,2025-07-04T14:00:00
INV-674-202507,ACC-674,2025-06-10,2025-07-10,17394.2,0,17394.2,paid,2025-07-06T14:00:00
INV-675-202507,ACC-675,2025-06-10,2025-07-10,29450.42,0,29450.42,paid,2025-07-04T14:00:00
INV-676-202507,ACC-676,2025-06-10,2025-07-10,918.06,0,918.06,paid,2025-07-05T14:00:00
INV-677-202507,ACC-677,2025-06-10,2025-07-10,43882.34,0,43882.34,paid,2025-07-08T14:00:00
INV-678-202507,ACC-678,2025-06-10,2025-07-10,15053.38,0,15053.38,paid,2025-07-09T14:00:00
INV-679-202507,ACC-679,2025-06-10,2025-07-10,5967.35,0,5967.35,pending,2025-07-08T14:00:00
INV-680-202507,ACC-680,2025-06-10,2025-07-10,9067.66,0,9067.66,pending,2025-07-03T14:00:00
INV-681-202507,ACC-681,2025-06-10,2025-07-10,6846.14,0,6846.14,paid,2025-07-09T14:00:00
INV-682-202507,ACC-682,2025-06-10,2025-07-10,1502.24,0,1502.24,past_due,2025-07-06T14:00:00
INV-683-202507,ACC-683,2025-06-10,2025-07-10,51997.14,2368.6,54365.74,paid,2025-07-03T14:00:00
INV-684-202507,ACC-684,2025-06-10,2025-07-10,3437.78,0,3437.78,paid,2025-07-07T14:00:00
INV-685-202507,ACC-685,2025-06-10,2025-07-10,1888.75,0,1888.75,paid,2025-07-03T14:00:00
INV-686-202507,ACC-686,2025-06-10,2025-07-10,28795.61,0,28795.61,paid,2025-07-05T14:00:00
INV-687-202507,ACC-687,2025-06-10,2025-07-10,17229.34,0,17229.34,past_due,2025-07-06T14:00:00
INV-688-202507,ACC-688,2025-06-10,2025-07-10,7023.63,0,7023.63,paid,2025-07-03T14:00:00
INV-689-202507,ACC-689,2025-06-10,2025-07-10,10782.4,0,10782.4,pending,2025-07-04T14:00:00
INV-691-202507,ACC-691,2025-06-10,2025-07-10,23623.04,0,23623.04,past_due,2025-07-07T14:00:00
INV-692-202507,ACC-692,2025-06-10,2025-07-10,1540.34,0,1540.34,paid,2025-07-05T14:00:00
INV-693-202507,ACC-693,2025-06-10,2025-07-10,41744.43,0,41744.43,paid,2025-07-06T14:00:00
INV-694-202507,ACC-694,2025-06-10,2025-07-10,1713.31,40.14,1753.45,paid,2025-07-06T14:00:00
INV-695-202507,ACC-695,2025-06-10,2025-07-10,6855.93,0,6855.93,paid,2025-07-08T14:00:00
INV-696-202507,ACC-696,2025-06-10,2025-07-10,44019.62,0,44019.62,paid,2025-07-03T14:00:00
INV-697-202507,ACC-697,2025-06-10,2025-07-10,11531.49,0.01,11531.5,paid,2025-07-09T14:00:00
INV-698-202507,ACC-698,2025-06-10,2025-07-10,31129.42,0,31129.42,pending,2025-07-03T14:00:00
INV-699-202507,ACC-699,2025-06-10,2025-07-10,17389.36,0,17389.36,paid,2025-07-09T14:00:00
INV-700-202507,ACC-700,2025-06-10,2025-07-10,9356.26,0,9356.26,paid,2025-07-06T14:00:00
INV-701-202507,ACC-701,2025-06-10,2025-07-10,2934.61,0,2934.61,paid,2025-07-05T14:00:00
INV-702-202507,ACC-702,2025-06-10,2025-07-10,1140.3,0,1140.3,failed,2025-07-09T14:00:00
INV-703-202507,ACC-703,2025-06-10,2025-07-10,18159.49,0,18159.49,paid,2025-07-09T14:00:00
INV-704-202507,ACC-704,2025-06-10,2025-07-10,49754.51,1730.18,51484.69,paid,2025-07-06T14:00:00
INV-705-202507,ACC-705,2025-06-10,2025-07-10,856.53,41.6,898.13,paid,2025-07-06T14:00:00
INV-706-202507,ACC-706,2025-06-10,2025-07-10,7596.98,0,7596.98,paid,2025-07-09T14:00:00
INV-707-202507,ACC-707,2025-06-10,2025-07-10,12215.71,0,12215.71,paid,2025-07-04T14:00:00
INV-708-202507,ACC-708,2025-06-10,2025-07-10,38608.08,0,38608.08,paid,2025-07-08T14:00:00
INV-709-202507,ACC-709,2025-06-10,2025-07-10,4998.03,0,4998.03,pending,2025-07-09T14:00:00
INV-710-202507,ACC-710,2025-06-10,2025-07-10,1415.05,0,1415.05,paid,2025-07-09T14:00:00
INV-711-202507,ACC-711,2025-06-10,2025-07-10,26475.59,0,26475.59,pending,2025-07-09T14:00:00
INV-712-202507,ACC-712,2025-06-10,2025-07-10,9458.84,0,9458.84,paid,2025-07-03T14:00:00
INV-713-202507,ACC-713,2025-06-10,2025-07-10,46072.91,0,46072.91,paid,2025-07-08T14:00:00
INV-714-202507,ACC-714,2025-06-10,2025-07-10,48068.84,2559.23,50628.07,paid,2025-07-08T14:00:00
INV-715-202507,ACC-715,2025-06-10,2025-07-10,2607.08,0,2607.08,pending,2025-07-04T14:00:00
INV-716-202507,ACC-716,2025-06-10,2025-07-10,15749.71,0,15749.71,paid,2025-07-06T14:00:00
INV-717-202507,ACC-717,2025-06-10,2025-07-10,6287.71,0,6287.71,paid,2025-07-05T14:00:00
INV-718-202507,ACC-718,2025-06-10,2025-07-10,11161.44,0,11161.44,paid,2025-07-06T14:00:00
INV-719-202507,ACC-719,2025-06-10,2025-07-10,852.58,0,852.58,paid,2025-07-05T14:00:00
INV-720-202507,ACC-720,2025-06-10,2025-07-10,23031.81,0,23031.81,paid,2025-07-06T14:00:00
INV-721-202507,ACC-721,2025-06-10,2025-07-10,17106.64,0,17106.64,paid,2025-07-06T14:00:00
INV-722-202507,ACC-722,2025-06-10,2025-07-10,10385.91,0,10385.91,paid,2025-07-07T14:00:00
INV-723-202507,ACC-723,2025-06-10,2025-07-10,9024.92,0,9024.92,paid,2025-07-03T14:00:00
INV-724-202507,ACC-724,2025-06-10,2025-07-10,2011.32,0,2011.32,pending,2025-07-03T14:00:00
INV-725-202507,ACC-725,2025-06-10,2025-07-10,13717.95,0,13717.95,paid,2025-07-08T14:00:00
INV-726-202507,ACC-726,2025-06-10,2025-07-10,50575.89,0.01,50575.9,paid,2025-07-09T14:00:00
INV-727-202507,ACC-727,2025-06-10,2025-07-10,23613.79,106.77,23720.56,past_due,2025-07-08T14:00:00
INV-728-202507,ACC-728,2025-06-10,2025-07-10,3406.89,0,3406.89,past_due,2025-07-04T14:00:00
INV-729-202507,ACC-729,2025-06-10,2025-07-10,48369.37,0,48369.37,paid,2025-07-09T14:00:00
INV-730-202507,ACC-730,2025-06-10,2025-07-10,1532.14,0,1532.14,paid,2025-07-04T14:00:00
INV-731-202507,ACC-731,2025-06-10,2025-07-10,6736.77,0,6736.77,pending,2025-07-06T14:00:00
INV-732-202507,ACC-732,2025-06-10,2025-07-10,12169.89,0,12169.89,pending,2025-07-03T14:00:00
INV-733-202507,ACC-733,2025-06-10,2025-07-10,3044.91,0,3044.91,pending,2025-07-08T14:00:00
INV-734-202507,ACC-734,2025-06-10,2025-07-10,56181.71,0,56181.71,paid,2025-07-08T14:00:00
INV-735-202507,ACC-735,2025-06-10,2025-07-10,17624.12,0,17624.12,paid,2025-07-04T14:00:00
INV-736-202507,ACC-736,2025-06-10,2025-07-10,7064.48,0,7064.48,paid,2025-07-09T14:00:00
INV-737-202507,ACC-737,2025-06-10,2025-07-10,13597.88,0,13597.88,paid,2025-07-05T14:00:00
INV-738-202507,ACC-738,2025-06-10,2025-07-10,32440.24,212.89,32653.13,paid,2025-07-07T14:00:00
INV-739-202507,ACC-739,2025-06-10,2025-07-10,11985.3,0,11985.3,paid,2025-07-04T14:00:00
INV-740-202507,ACC-740,2025-06-10,2025-07-10,13680.39,0,13680.39,pending,2025-07-09T14:00:00
INV-741-202507,ACC-741,2025-06-10,2025-07-10,22082.78,850.05,22932.83,paid,2025-07-04T14:00:00
INV-742-202507,ACC-742,2025-06-10,2025-07-10,5397.84,0,5397.84,pending,2025-07-09T14:00:00
INV-744-202507,ACC-744,2025-06-10,2025-07-10,51309.68,0,51309.68,pending,2025-07-05T14:00:00
INV-745-202507,ACC-745,2025-06-10,2025-07-10,27252.13,1136.73,28388.86,paid,2025-07-03T14:00:00
INV-746-202507,ACC-746,2025-06-10,2025-07-10,2320.13,0,2320.13,paid,2025-07-06T14:00:00
INV-747-202507,ACC-747,2025-06-10,2025-07-10,43362.41,0,43362.41,paid,2025-07-08T14:00:00
INV-748-202507,ACC-748,2025-06-10,2025-07-10,50593.32,0,50593.32,pending,2025-07-07T14:00:00
INV-749-202507,ACC-749,2025-06-10,2025-07-10,11946.15,0,11946.15,past_due,2025-07-06T14:00:00
INV-750-202507,ACC-750,2025-06-10,2025-07-10,1177.68,0,1177.68,pending,2025-07-08T14:00:00
