health_id,account_id,health_score,churn_risk,product_adoption,last_login,nps_score,updated_at
HLT-608,ACC-608,89,low,medium,2025-07-08T23:00:00,51,2025-07-10T08:00:00
HLT-609,ACC-609,61,high,low,2025-06-24T14:00:00,-4,2025-07-09T20:00:00
HLT-610,ACC-610,75,low,medium,2025-07-08T04:00:00,56,2025-07-10T08:00:00
HLT-611,ACC-611,72,low,medium,2025-07-04T14:00:00,45,2025-07-10T09:00:00
HLT-612,ACC-612,47,high,low,2025-06-14T14:00:00,-30,2025-07-10T04:00:00
HLT-613,ACC-613,91,low,medium,2025-07-09T18:00:00,42,2025-07-09T21:00:00
HLT-614,ACC-614,94,low,medium,2025-07-09T06:00:00,-9,2025-07-10T00:00:00
HLT-615,ACC-615,69,medium,medium,2025-07-06T11:00:00,80,2025-07-10T02:00:00
HLT-616,ACC-616,65,low,medium,2025-07-08T19:00:00,78,2025-07-09T22:00:00
HLT-617,ACC-617,90,low,high,2025-07-05T02:00:00,35,2025-07-09T21:00:00
HLT-618,ACC-618,93,low,medium,2025-07-09T06:00:00,45,2025-07-10T08:00:00
HLT-619,ACC-619,78,low,high,2025-07-05T17:00:00,69,2025-07-10T05:00:00
HLT-620,ACC-620,82,low,medium,2025-07-08T23:00:00,82,2025-07-09T21:00:00
HLT-621,ACC-621,65,medium,high,2025-07-04T08:00:00,57,2025-07-10T05:00:00
HLT-622,ACC-622,91,high,medium,2025-07-06T04:00:00,28,2025-07-09T22:00:00
HLT-623,ACC-623,57,low,medium,2025-07-09T23:00:00,25,2025-07-09T22:00:00
HLT-624,ACC-624,91,low,low,2025-07-06T13:00:00,66,2025-07-10T01:00:00
HLT-625,ACC-625,90,low,high,2025-07-03T16:00:00,84,2025-07-03T14:00:00
HLT-626,ACC-626,88,low,medium,2025-07-09T06:00:00,-5,2025-07-09T21:00:00
HLT-627,ACC-627,55,low,high,2025-07-07T13:00:00,55,2025-07-09T23:00:00
HLT-628,ACC-628,55,medium,low,2025-06-17T14:00:00,25,2025-07-10T06:00:00
HLT-629,ACC-629,64,low,medium,2025-07-08T07:00:00,24,2025-07-09T21:00:00
HLT-630,ACC-630,81,low,medium,2025-07-05T11:00:00,77,2025-07-10T03:00:00
HLT-631,ACC-631,55,medium,high,2025-07-04T10:00:00,49,2025-07-10T08:00:00
HLT-632,ACC-632,64,low,medium,2025-07-04T08:00:00,63,2025-07-09T21:00:00
HLT-633,ACC-633,70,low,medium,2025-07-04T09:00:00,60,2025-07-10T11:00:00
HLT-634,ACC-634,80,low,high,2025-07-04T06:00:00,75,2025-07-10T02:00:00
HLT-635,ACC-635,61,low,medium,2025-07-05T01:00:00,61,2025-07-09T21:00:00
HLT-636,ACC-636,86,low,high,2025-07-04T16:00:00,60,2025-07-10T05:00:00
HLT-638,ACC-638,76,low,high,2025-07-10T12:00:00,32,2025-06-30T14:00:00
HLT-639,ACC-639,76,low,high,2025-07-06T18:00:00,60,2025-07-10T13:00:00
HLT-640,ACC-640,87,low,medium,2025-07-05T17:00:00,71,2025-07-09T22:00:00
HLT-641,ACC-641,88,low,medium,2025-07-09T17:00:00,-6,2025-07-09T21:00:00
HLT-642,ACC-642,70,medium,medium,2025-07-06T04:00:00,45,2025-07-10T04:00:00
HLT-643,ACC-643,78,high,high,2025-07-09T12:00:00,57,2025-07-10T10:00:00
HLT-644,ACC-644,88,low,medium,2025-07-04T16:00:00,12,2025-07-09T22:00:00
HLT-645,ACC-645,69,low,high,2025-07-05T21:00:00,75,2025-07-10T11:00:00
HLT-646,ACC-646,55,high,medium,2025-07-07T04:00:00,-15,2025-07-10T12:00:00
HLT-647,ACC-647,59,medium,low,2025-07-03T14:00:00,1,2025-07-10T10:00:00
HLT-648,ACC-648,61,medium,medium,2025-07-07T09:00:00,-8,2025-07-10T10:00:00
HLT-649,ACC-649,63,low,high,2025-07-06T17:00:00,81,2025-07-09T21:00:00
HLT-650,ACC-650,64,low,medium,2025-07-06T04:00:00,27,2025-07-10T12:00:00
HLT-651,ACC-651,61,medium,medium,2025-07-03T15:00:00,-5,2025-07-04T14:00:00
HLT-652,ACC-652,75,low,high,2025-07-06T18:00:00,79,2025-07-10T09:00:00
HLT-653,ACC-653,83,low,medium,2025-07-06T12:00:00,14,2025-07-10T08:00:00
HLT-654,ACC-654,69,medium,medium,2025-07-07T12:00:00,43,2025-07-10T05:00:00
HLT-655,ACC-655,76,medium,medium,2025-07-04T02:00:00,64,2025-07-10T05:00:00
HLT-656,ACC-656,93,medium,medium,2025-07-09T09:00:00,83,2025-07-10T05:00:00
HLT-657,ACC-657,94,low,medium,2025-07-05T20:00:00,18,2025-07-10T02:00:00
HLT-658,ACC-658,56,low,high,2025-07-04T03:00:00,41,2025-07-10T02:00:00
HLT-659,ACC-659,27,high,low,2025-06-25T14:00:00,-26,2025-07-10T02:00:00
HLT-660,ACC-660,56,medium,medium,2025-07-06T21:00:00,53,2025-07-10T12:00:00
HLT-661,ACC-661,82,medium,high,2025-07-09T10:00:00,58,2025-07-10T05:00:00
HLT-662,ACC-662,69,low,low,2025-07-08T09:00:00,-7,2025-07-10T00:00:00
HLT-663,ACC-663,61,low,medium,2025-07-05T02:00:00,10,2025-07-10T09:00:00
HLT-664,ACC-664,93,low,high,2025-07-05T04:00:00,54,2025-07-10T09:00:00
HLT-665,ACC-665,64,medium,high,2025-07-04T15:00:00,75,2025-07-09T22:00:00
HLT-666,ACC-666,37,medium,low,2025-07-01T14:00:00,-20,2025-07-10T07:00:00
HLT-667,ACC-667,93,medium,low,2025-07-09T14:00:00,29,2025-07-10T03:00:00
HLT-668,ACC-668,75,high,medium,2025-07-04T16:00:00,0,2025-07-10T05:00:00
HLT-669,ACC-669,82,low,high,2025-07-07T04:00:00,56,2025-07-09T23:00:00
HLT-670,ACC-670,75,low,low,2025-07-10T01:00:00,52,2025-07-09T20:00:00
HLT-671,ACC-671,75,low,high,2025-07-07T06:00:00,63,2025-07-10T12:00:00
HLT-672,ACC-672,78,low,high,2025-07-09T19:00:00,3,2025-07-10T10:00:00
HLT-673,ACC-673,87,high,medium,2025-07-10T06:00:00,0,2025-07-10T00:00:00
HLT-674,ACC-674,72,low,high,2025-07-09T22:00:00,62,2025-07-09T21:00:00
HLT-675,ACC-675,82,low,medium,2025-07-08T22:00:00,-6,2025-07-10T05:00:00
HLT-676,ACC-676,85,low,high,2025-07-08T12:00:00,57,2025-07-10T12:00:00
HLT-677,ACC-677,88,low,medium,2025-07-05T16:00:00,42,2025-06-28T14:00:00
HLT-678,ACC-678,76,low,low,2025-07-06T08:00:00,47,2025-07-09T23:00:00
HLT-679,ACC-679,80,low,medium,2025-07-10T02:00:00,39,2025-07-10T09:00:00
HLT-680,ACC-680,64,low,high,2025-07-09T19:00:00,72,2025-07-10T10:00:00
HLT-681,ACC-681,58,medium,high,2025-07-06T13:00:00,61,2025-07-10T11:00:00
HLT-682,ACC-682,76,low,low,2025-07-07T01:00:00,19,2025-07-10T06:00:00
HLT-683,ACC-683,74,low,high,2025-07-10T13:00:00,34,2025-07-10T11:00:00
HLT-684,ACC-684,82,low,low,2025-07-06T05:00:00,-1,2025-07-09T21:00:00
HLT-685,ACC-685,35,high,low,2025-07-03T14:00:00,21,2025-07-10T10:00:00
HLT-686,ACC-686,89,low,high,2025-07-06T06:00:00,48,2025-07-10T00:00:00
HLT-687,ACC-687,62,low,high,2025-07-07T17:00:00,78,2025-07-10T09:00:00
HLT-688,ACC-688,65,medium,medium,2025-07-09T12:00:00,7,2025-07-10T09:00:00
HLT-689,ACC-689,54,medium,medium,2025-07-09T03:00:00,44,2025-07-10T08:00:00
HLT-691,ACC-691,76,low,high,2025-07-05T18:00:00,84,2025-07-09T22:00:00
HLT-692,ACC-692,67,medium,medium,2025-07-04T13:00:00,44,2025-07-10T07:00:00
HLT-693,ACC-693,62,low,high,2025-07-10T08:00:00,36,2025-07-09T22:00:00
HLT-694,ACC-694,92,low,low,2025-07-10T11:00:00,22,2025-07-10T10:00:00
HLT-695,ACC-695,82,low,medium,2025-07-04T04:00:00,26,2025-07-10T03:00:00
HLT-696,ACC-696,86,low,low,2025-07-05T20:00:00,44,2025-07-09T21:00:00
HLT-697,ACC-697,61,low,low,2025-07-08T00:00:00,-8,2025-07-09T21:00:00
HLT-698,ACC-698,81,medium,high,2025-07-08T23:00:00,9,2025-07-10T08:00:00
HLT-699,ACC-699,60,low,low,2025-07-06T11:00:00,4,2025-07-09T21:00:00
HLT-700,ACC-700,76,high,low,2025-07-10T00:00:00,-3,2025-07-10T12:00:00
HLT-701,ACC-701,65,medium,medium,2025-07-10T10:00:00,71,2025-07-10T11:00:00
HLT-702,ACC-702,71,low,low,2025-07-05T09:00:00,-1,2025-07-10T00:00:00
HLT-703,ACC-703,58,low,high,2025-07-05T20:00:00,59,2025-06-29T14:00:00
HLT-704,ACC-704,67,medium,high,2025-07-03T20:00:00,32,2025-07-10T04:00:00
HLT-705,ACC-705,62,low,low,2025-07-08T19:00:00,19,2025-07-10T08:00:00
HLT-706,ACC-706,32,high,low,2025-06-06T14:00:00,-47,2025-07-10T04:00:00
HLT-707,ACC-707,64,low,high,2025-07-04T21:00:00,-10,2025-07-09T23:00:00
HLT-708,ACC-708,71,low,low,2025-07-04T17:00:00,21,2025-07-10T13:00:00
HLT-709,ACC-709,77,medium,low,2025-07-06T06:00:00,55,2025-07-10T05:00:00
HLT-710,ACC-710,68,low,medium,2025-07-07T08:00:00,29,2025-07-09T23:00:00
HLT-711,ACC-711,76,medium,high,2025-07-04T21:00:00,64,2025-07-10T10:00:00
HLT-712,ACC-712,85,medium,medium,2025-07-09T11:00:00,76,2025-07-10T12:00:00
HLT-713,ACC-713,60,medium,medium,2025-07-05T00:00:00,35,2025-07-09T23:00:00
HLT-714,ACC-714,67,low,medium,2025-07-06T16:00:00,24,2025-07-09T21:00:00
HLT-715,ACC-715,66,low,medium,2025-07-04T22:00:00,76,2025-07-09T21:00:00
HLT-716,ACC-716,81,medium,high,2025-07-07T06:00:00,21,2025-07-02T14:00:00
HLT-717,ACC-717,85,low,low,2025-07-09T19:00:00,57,2025-07-10T05:00:00
HLT-718,ACC-718,63,medium,high,2025-07-07T02:00:00,18,2025-07-10T10:00:00
HLT-719,ACC-719,81,medium,medium,2025-07-07T13:00:00,31,2025-07-10T09:00:00
HLT-720,ACC-720,88,medium,medium,2025-07-10T13:00:00,-4,2025-07-09T22:00:00
HLT-721,ACC-721,66,high,medium,2025-07-03T15:00:00,61,2025-07-10T01:00:00
HLT-722,ACC-722,68,medium,medium,2025-07-08T15:00:00,51,2025-07-10T13:00:00
HLT-723,ACC-723,57,medium,low,2025-07-03T14:00:00,10,2025-07-10T09:00:00
HLT-724,ACC-724,73,low,medium,2025-07-05T00:00:00,41,2025-07-09T22:00:00
HLT-725,ACC-725,77,low,high,2025-07-05T19:00:00,3,2025-07-10T06:00:00
HLT-726,ACC-726,77,low,high,2025-07-06T17:00:00,36,2025-07-10T02:00:00
HLT-727,ACC-727,70,medium,medium,2025-07-09T11:00:00,24,2025-07-10T08:00:00
HLT-728,ACC-728,66,low,high,2025-07-10T09:00:00,67,2025-07-10T00:00:00
HLT-729,ACC-729,55,low,high,2025-07-09T00:00:00,32,2025-07-05T14:00:00
HLT-730,ACC-730,90,medium,low,2025-07-07T07:00:00,13,2025-07-10T00:00:00
HLT-731,ACC-731,67,low,medium,2025-07-03T17:00:00,67,2025-07-10T01:00:00
HLT-732,ACC-732,45,high,medium,2025-07-06T16:00:00,34,2025-07-10T10:00:00
HLT-733,ACC-733,71,low,low,2025-07-07T19:00:00,57,2025-07-09T21:00:00
HLT-734,ACC-734,74,low,high,2025-07-06T05:00:00,51,2025-07-09T22:00:00
HLT-735,ACC-735,82,medium,high,2025-07-07T09:00:00,57,2025-07-09T23:00:00
HLT-736,ACC-736,93,low,high,2025-07-07T10:00:00,82,2025-07-09T22:00:00
HLT-737,ACC-737,82,medium,low,2025-07-06T09:00:00,80,2025-07-10T00:00:00
HLT-738,ACC-738,77,low,medium,2025-07-04T19:00:00,68,2025-07-10T11:00:00
HLT-739,ACC-739,60,low,high,2025-07-04T21:00:00,19,2025-07-09T23:00:00
HLT-740,ACC-740,73,medium,medium,2025-07-07T01:00:00,58,2025-07-10T05:00:00
HLT-741,ACC-741,88,medium,high,2025-07-04T21:00:00,53,2025-07-10T11:00:00
HLT-742,ACC-742,62,high,low,2025-07-04T14:00:00,-29,2025-07-09T22:00:00
HLT-744,ACC-744,89,medium,medium,2025-07-03T21:00:00,17,2025-07-10T12:00:00
HLT-745,ACC-745,61,low,low,2025-07-05T02:00:00,74,2025-07-10T06:00:00
HLT-746,ACC-746,92,low,medium,2025-07-05T01:00:00,40,2025-07-10T12:00:00
HLT-747,ACC-747,91,high,medium,2025-07-10T09:00:00,55,2025-07-10T07:00:00
HLT-748,ACC-748,57,medium,high,2025-07-09T16:00:00,47,2025-07-09T22:00:00
HLT-749,ACC-749,74,low,low,2025-07-07T08:00:00,76,2025-07-10T01:00:00
HLT-750,ACC-750,69,low,medium,2025-07-09T16:00:00,84,2025-07-10T07:00:00
